UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
111746419,57959,2021-02-01 07:33:22,2021-02-01 07:41:00,Prochowicka / Dolnobrzeska,Leśnica - pętla tramwajowa,8
111746441,650125,2021-02-01 07:34:59,2021-02-01 07:41:21,Drobnera / Dubois,Rynek,7
111746435,650012,2021-02-01 07:34:48,2021-02-01 07:42:57,Kraszewskiego / Trzebnicka,Plac Uniwersytecki (UWr),9
111746763,650288,2021-02-01 07:48:23,2021-02-01 07:48:55,Nyska / Jesionowa,Nyska / Jesionowa,1
111746586,650748,2021-02-01 07:40:46,2021-02-01 07:51:32,al. Armii Krajowej / Borowska,Ślężna / pętla tramwajowa,11
111746585,57182,2021-02-01 07:40:44,2021-02-01 07:51:33,Kościuszki / Komuny Paryskiej / Zgodna,Plac Kościuszki (Renoma),11
111746550,650220,2021-02-01 07:39:24,2021-02-01 07:53:22,Plac Powstańców Śląskich,Szewska / Kazimierza Wielkiego ,14
111746537,650946,2021-02-01 07:39:02,2021-02-01 07:57:47,Klecińska (Wrocław Grabiszyn),Śrubowa / Strzegomska,19
111746886,650503,2021-02-01 07:53:11,2021-02-01 07:58:50,"Grochowa / Jemiołowa,",Szczęśliwa (Sky Tower),6
111746659,650012,2021-02-01 07:43:35,2021-02-01 07:59:34,Plac Uniwersytecki (UWr),Ślężna / Aleja Wiśniowa,16
111746796,650072,2021-02-01 07:49:18,2021-02-01 08:00:34,Nyska / Jesionowa,Krakowska / Leroy Merlin,12
111746711,651378,2021-02-01 07:45:36,2021-02-01 08:06:56,Popowicka / Niedźwiedzia ,Szczęśliwa (Sky Tower),22
111747131,651224,2021-02-01 08:05:53,2021-02-01 08:10:43,Krucza / Mielecka / Stalowa,Aleja Hallera / Mielecka,5
111747065,650906,2021-02-01 08:02:46,2021-02-01 08:11:02,Świeradowska / Krynicka,Borowska (Uniw. Szpital Kliniczny),9
111746970,57117,2021-02-01 07:57:19,2021-02-01 08:12:57,Tarnogajska / Klimasa,Piławska,16
111747240,57729,2021-02-01 08:12:01,2021-02-01 08:15:45,Grabiszyńska / Aleja Hallera,Grabiszyńska / Magazynierska (Corte Verona),4
111746974,651130,2021-02-01 07:57:22,2021-02-01 08:22:20,Dworzec Główny ,Plac Staszica,25
111747376,651324,2021-02-01 08:17:36,2021-02-01 08:24:00,Zatorska / Królewska - pętla MPK,Okulickiego,7
111747468,57187,2021-02-01 08:22:15,2021-02-01 08:29:01,al. Armii Krajowej / Borowska,Bardzka / Piękna,7
111747319,650741,2021-02-01 08:15:38,2021-02-01 08:30:09,Grabiszyńska / Stalowa,Powstańców Śląskich/Orla,15
111747305,650906,2021-02-01 08:15:07,2021-02-01 08:31:25,Borowska (Uniw. Szpital Kliniczny),"Dworzec Główny, południe",17
111747380,650277,2021-02-01 08:17:52,2021-02-01 08:32:49,Sienkiewicza / Wyszyńskiego,Sienkiewicza / Wyszyńskiego,15
111747515,651469,2021-02-01 08:24:13,2021-02-01 08:36:17,Drzewieckiego / Dedala,Pilczycka / Kozanowska,13
111747693,651324,2021-02-01 08:32:27,2021-02-01 08:36:27,Okulickiego,Zatorska / Królewska - pętla MPK,4
111747689,650569,2021-02-01 08:32:12,2021-02-01 08:40:42,Sienkiewicza / Wyszyńskiego,Sienkiewicza / Wyszyńskiego,9
111747694,57958,2021-02-01 08:32:31,2021-02-01 08:41:20,Drobnera / Plac Bema,Sienkiewicza / Piastowska,9
111747572,57117,2021-02-01 08:26:36,2021-02-01 08:42:34,Piławska,Ślężna / Aleja Wiśniowa,16
111747658,650741,2021-02-01 08:30:53,2021-02-01 08:42:37,Powstańców Śląskich/Orla,Wałbrzyska - pętla tramwajowa,12
111747732,650277,2021-02-01 08:34:09,2021-02-01 08:45:45,Sienkiewicza / Wyszyńskiego,Plac Kościuszki (Renoma),12
111747647,651245,2021-02-01 08:30:06,2021-02-01 08:47:39,Aleja Kromera,Kowalska/Lechitów,18
111747288,650032,2021-02-01 08:14:30,2021-02-01 08:47:41,Traugutta / Kościuszki,Legnicka / Zachodnia ,34
111748060,57780,2021-02-01 08:47:55,2021-02-01 08:55:45,Wyszyńskiego / Szczytnicka,Nowowiejska / Wyszyńskiego,8
111748242,57033,2021-02-01 08:56:33,2021-02-01 09:02:47,Zaporoska / Grabiszyńska,Plac Jana Pawła II (Akademia Muzyczna),7
111748266,651469,2021-02-01 08:57:38,2021-02-01 09:08:32,Pilczycka / Kozanowska,Drzewieckiego / Dedala,11
111748405,651327,2021-02-01 09:05:37,2021-02-01 09:11:26,Szczęśliwa (Sky Tower),"Grochowa / Jemiołowa,",6
111748512,650389,2021-02-01 09:10:32,2021-02-01 09:14:09,Plac Świętego Macieja / Trzebnicka,Drobnera / Plac Bema,4
111748086,650593,2021-02-01 08:49:07,2021-02-01 09:15:57,Wita Stwosza / Szewska,Świeradowska (Ferio Gaj ),27
111748687,57995,2021-02-01 09:20:39,2021-02-01 09:21:14,Na Grobli (PWr - Geocentrum),Na Grobli (PWr - Geocentrum),1
111748717,57995,2021-02-01 09:22:12,2021-02-01 09:22:44,Na Grobli (PWr - Geocentrum),Na Grobli (PWr - Geocentrum),1
111748532,651211,2021-02-01 09:11:48,2021-02-01 09:27:41,Wyszyńskiego / Szczytnicka,Kazimierza Wielkiego (Helios),16
111748668,57378,2021-02-01 09:19:42,2021-02-01 09:27:49,Zaporoska / Gajowicka,Poza stacją,9
111748780,651344,2021-02-01 09:25:20,2021-02-01 09:28:17,Walońska (Angel Poland Group),Walońska (Angel Poland Group),3
111748806,650230,2021-02-01 09:26:44,2021-02-01 09:32:30,Rondo Reagana,Nowowiejska / Górnickiego,6
111748177,650946,2021-02-01 08:53:32,2021-02-01 09:33:23,Śrubowa / Strzegomska,Solskiego / al. Piastów,40
111748862,57822,2021-02-01 09:30:37,2021-02-01 09:36:46,Borowska (Uniw. Szpital Kliniczny),Świeradowska (Ferio Gaj ),7
111748771,651179,2021-02-01 09:24:51,2021-02-01 09:37:04,Nowowiejska / Wyszyńskiego,al. Brücknera / Kwidzyńska,13
111748819,650615,2021-02-01 09:27:28,2021-02-01 09:37:08,Wyszyńskiego / Szczytnicka,Norwida / Wyspiańskiego (PWr),10
111748859,650906,2021-02-01 09:30:21,2021-02-01 09:42:53,"Dworzec Główny, południe",Zaporoska / Gajowicka,13
111748944,650864,2021-02-01 09:36:06,2021-02-01 09:44:07,Opolska / pętla tramwajowa,Gazowa / Międzyleska,9
111748933,651239,2021-02-01 09:35:10,2021-02-01 09:44:34,Kutrzeby / Hubala,Poza stacją,10
111748869,650387,2021-02-01 09:31:12,2021-02-01 09:46:36,Poza stacją,Traugutta / Kościuszki,16
111748777,57441,2021-02-01 09:25:01,2021-02-01 09:50:43,Walońska (Angel Poland Group),Opolska / pętla tramwajowa,26
111748985,57104,2021-02-01 09:39:07,2021-02-01 09:52:03,Zwycięska / Agrestowa,Borowska (Uniw. Szpital Kliniczny),13
111748784,57056,2021-02-01 09:25:28,2021-02-01 09:55:26,Bezpieczna/Jugosławiańska,Traugutta / Kościuszki,30
111749110,651118,2021-02-01 09:46:36,2021-02-01 09:56:27,Dyrekcyjna / Borowska (Wroclavia),Plac Dominikański (Galeria Dominikańska),10
111748262,57864,2021-02-01 08:57:22,2021-02-01 09:57:40,Solskiego / al. Piastów,Rondo Reagana,61
111749224,650943,2021-02-01 09:53:47,2021-02-01 10:05:41,Powstańców Śląskich (Arkady Wrocławskie),Hubska / Prudnicka,12
111748981,651253,2021-02-01 09:38:53,2021-02-01 10:07:28,Traugutta / Kościuszki,Opolska / pętla tramwajowa,29
111749337,57378,2021-02-01 10:01:00,2021-02-01 10:08:28,Poza stacją,Zaporoska / Grabiszyńska,8
111749366,650616,2021-02-01 10:03:11,2021-02-01 10:10:18,Zaporoska / Grabiszyńska,Szczęśliwa (Sky Tower),8
111749408,651368,2021-02-01 10:06:38,2021-02-01 10:17:30,Grabiszyńska / Magazynierska (Corte Verona),Oporów (pętla tramwajowa),11
111743437,650240,2021-01-31 20:06:44,2021-02-01 10:19:08,Kościuszki / Pułaskiego,Kościuszki / Pułaskiego,853
111749585,651139,2021-02-01 10:19:43,2021-02-01 10:24:33,Plac Strzegomski / Poznańska,Zachodnia / Poznańska,5
111749540,650764,2021-02-01 10:16:36,2021-02-01 10:27:12,Kurkowa / Dubois,Plac Jana Pawła II (Akademia Muzyczna),11
111749589,57861,2021-02-01 10:20:18,2021-02-01 10:30:57,Komandorska / Kamienna,Kamienna / Tomaszowska,11
111749645,650072,2021-02-01 10:24:19,2021-02-01 10:35:01,Krakowska / Leroy Merlin,Gazowa / Międzyleska,11
111749793,650844,2021-02-01 10:34:22,2021-02-01 10:39:09,Opolska / Siemianowicka,Opolska / pętla tramwajowa,5
111749558,57943,2021-02-01 10:17:54,2021-02-01 10:40:54,Nowowiejska / Jedności Narodowej,Wróblewskiego (ZOO),23
111749544,57604,2021-02-01 10:16:45,2021-02-01 10:43:48,Racławicka / Rymarska,Racławicka / Rymarska,28
111749932,650220,2021-02-01 10:42:10,2021-02-01 10:45:55,Szewska / Kazimierza Wielkiego ,Plac Kościuszki (Renoma),4
111749849,57696,2021-02-01 10:37:24,2021-02-01 10:50:18,Nyska / Piękna,Kościuszki / Pułaskiego,13
111749381,650501,2021-02-01 10:04:34,2021-02-01 10:52:25,Plac Legionów,Stacyjna (Dworzec Mikołajów),48
111750135,650521,2021-02-01 10:54:36,2021-02-01 10:58:53,Komandorska / Sanocka,"Dworzec Główny, południe",5
111750174,651360,2021-02-01 10:57:31,2021-02-01 10:59:11,Bałtycka / Żmigrodzka,Obornicka / Bałtycka,2
111749971,57104,2021-02-01 10:45:01,2021-02-01 11:01:27,Borowska (Uniw. Szpital Kliniczny),Zwycięska / Ołtaszyńska,17
111750113,650501,2021-02-01 10:53:19,2021-02-01 11:01:50,Stacyjna (Dworzec Mikołajów),Plac Jana Pawła II (Akademia Muzyczna),9
111750081,650813,2021-02-01 10:51:16,2021-02-01 11:06:01,Świeradowska / Krynicka,Kamienna / Borowska (Aquapark),15
111750221,650503,2021-02-01 11:00:48,2021-02-01 11:06:49,Szczęśliwa (Sky Tower),Powstańców Śląskich (Arkady Wrocławskie),7
111750056,650616,2021-02-01 10:49:40,2021-02-01 11:08:04,Szczęśliwa (Sky Tower),Plac Świętego Macieja / Trzebnicka,19
111750230,650927,2021-02-01 11:01:25,2021-02-01 11:08:05,Szczęśliwa (Sky Tower),Powstańców Śląskich (Arkady Wrocławskie),7
111750089,651468,2021-02-01 10:51:46,2021-02-01 11:09:01,Gorlicka / Litewska,al. Brücknera / Kwidzyńska,18
111750240,650764,2021-02-01 11:02:12,2021-02-01 11:11:38,Plac Jana Pawła II (Akademia Muzyczna),Jagiełły / Dmowskiego ,10
111750315,650315,2021-02-01 11:06:11,2021-02-01 11:13:35,Kamienna / Borowska (Aquapark),Gliniana / Gajowa,8
111750254,57421,2021-02-01 11:02:36,2021-02-01 11:14:43,Nowowiejska / Jedności Narodowej,Wyszyńskiego / Szczytnicka,13
111750362,651468,2021-02-01 11:09:40,2021-02-01 11:15:56,al. Brücknera / Kwidzyńska,Aleja Kromera,7
111750201,651465,2021-02-01 10:59:43,2021-02-01 11:17:16,Obornicka / Bałtycka,Kozanowska / Pilczycka,18
111750303,650943,2021-02-01 11:05:27,2021-02-01 11:21:36,Hubska / Prudnicka,Szczęśliwa (Sky Tower),17
111750347,57858,2021-02-01 11:08:24,2021-02-01 11:22:01,Bardzka / Piękna,Plac Kościuszki (Renoma),14
111750424,57744,2021-02-01 11:14:07,2021-02-01 11:23:07,Gliniana / Gajowa,Kościuszki / Pułaskiego,9
111750365,650006,2021-02-01 11:10:07,2021-02-01 11:25:28,Nowowiejska / Górnickiego,Plac Uniwersytecki (UWr),16
111750586,650717,2021-02-01 11:23:36,2021-02-01 11:30:07,Traugutta / Pułaskiego,Plac Dominikański (Galeria Dominikańska),7
111750464,651468,2021-02-01 11:16:30,2021-02-01 11:30:56,Aleja Kromera,Wyszyńskiego / Szczytnicka,15
111750533,651465,2021-02-01 11:20:35,2021-02-01 11:35:16,Kozanowska / Pilczycka,Maślicka / Stodolna,15
111750588,57696,2021-02-01 11:23:38,2021-02-01 11:36:11,Kościuszki / Pułaskiego,Kościuszki / Pułaskiego,13
111750737,651355,2021-02-01 11:32:26,2021-02-01 11:37:12,Boguszowska / Kosmonautów,Leśnica - pętla tramwajowa,5
111750595,650842,2021-02-01 11:24:11,2021-02-01 11:39:33,Aleja Bielany,Wałbrzyska - pętla tramwajowa,16
111750429,57043,2021-02-01 11:14:36,2021-02-01 11:40:31,Bezpieczna / Obornicka,Traugutta / Kościuszki,26
111750662,57747,2021-02-01 11:28:03,2021-02-01 11:41:45,Nowowiejska / Jedności Narodowej,Plac Grunwaldzki / Polaka,14
111750678,650943,2021-02-01 11:29:05,2021-02-01 11:43:59,Szczęśliwa (Sky Tower),Poza stacją,15
111750685,650387,2021-02-01 11:29:22,2021-02-01 11:44:21,Traugutta / Kościuszki,Plac Dominikański (Galeria Dominikańska),15
111750825,650876,2021-02-01 11:37:34,2021-02-01 11:48:56,Rynek,Szewska / Kazimierza Wielkiego ,12
111750971,650764,2021-02-01 11:45:53,2021-02-01 11:52:12,Jagiełły / Dmowskiego ,Plac Staszica,7
111750976,57861,2021-02-01 11:46:10,2021-02-01 11:55:29,Kamienna / Tomaszowska,Kamienna / Tomaszowska,10
111750829,57744,2021-02-01 11:38:01,2021-02-01 11:56:21,Kościuszki / Pułaskiego,Wyszyńskiego / Szczytnicka,19
111751177,651468,2021-02-01 11:57:31,2021-02-01 11:57:44,Wyszyńskiego / Szczytnicka,Wyszyńskiego / Szczytnicka,1
111750939,650943,2021-02-01 11:44:37,2021-02-01 11:58:25,Poza stacją,Poza stacją,14
111751089,651130,2021-02-01 11:52:25,2021-02-01 11:59:16,Plac Staszica,Obornicka / Bałtycka,7
111751084,651385,2021-02-01 11:52:14,2021-02-01 11:59:20,Gliniana / Gajowa,Nyska / Jesionowa,8
111751120,650717,2021-02-01 11:54:20,2021-02-01 12:02:46,Plac Dominikański (Galeria Dominikańska),Kościuszki / Pułaskiego,9
111751188,650955,2021-02-01 11:57:53,2021-02-01 12:04:30,Bezpieczna / Obornicka,"Paprotna / Obornicka, zajezdnia MPK",7
111751041,57505,2021-02-01 11:49:38,2021-02-01 12:08:45,Krzywoustego / Korona,Poza stacją,20
111751222,651360,2021-02-01 11:59:36,2021-02-01 12:10:12,Obornicka / Bałtycka,"Paprotna / Obornicka, zajezdnia MPK",11
111751299,650616,2021-02-01 12:03:51,2021-02-01 12:10:37,Plac Świętego Macieja / Trzebnicka,Plac Uniwersytecki (UWr),7
111751331,650876,2021-02-01 12:05:05,2021-02-01 12:10:54,Szewska / Kazimierza Wielkiego ,Powstańców Śląskich (Arkady Wrocławskie),6
111751247,57744,2021-02-01 12:01:21,2021-02-01 12:12:14,Wyszyńskiego / Szczytnicka,Wyszyńskiego / Szczytnicka,11
111751284,650503,2021-02-01 12:02:58,2021-02-01 12:12:48,Powstańców Śląskich (Arkady Wrocławskie),Dyrekcyjna / Borowska (Wroclavia),10
111751293,650927,2021-02-01 12:03:36,2021-02-01 12:12:57,Powstańców Śląskich (Arkady Wrocławskie),Dyrekcyjna / Borowska (Wroclavia),10
111751248,651465,2021-02-01 12:01:23,2021-02-01 12:14:53,Maślicka / Stodolna,Pilczycka / Koszykarska,14
111751205,650943,2021-02-01 11:59:04,2021-02-01 12:15:03,Poza stacją,Szczęśliwa (Sky Tower),16
111751439,57505,2021-02-01 12:10:29,2021-02-01 12:17:20,Poza stacją,Piaskowa / św. Ducha,7
111751604,57995,2021-02-01 12:18:46,2021-02-01 12:19:19,Na Grobli (PWr - Geocentrum),Na Grobli (PWr - Geocentrum),1
111751447,650006,2021-02-01 12:10:49,2021-02-01 12:19:21,Plac Uniwersytecki (UWr),Wita Stwosza / Szewska,9
111751438,651307,2021-02-01 12:10:28,2021-02-01 12:19:27,"Paprotna / Obornicka, zajezdnia MPK",Żmigrodzka / Marino,9
111751494,57483,2021-02-01 12:13:33,2021-02-01 12:23:29,Powstańców Śląskich/Orla,Borowska (Uniw. Szpital Kliniczny),10
111751576,57744,2021-02-01 12:17:31,2021-02-01 12:26:26,Wyszyńskiego / Szczytnicka,Plac Dominikański (Galeria Dominikańska),9
111751605,651467,2021-02-01 12:18:50,2021-02-01 12:27:41,Mościckiego (stacja kolejowa),Konduktorska,9
111751590,651465,2021-02-01 12:18:17,2021-02-01 12:28:29,Pilczycka / Koszykarska,Lotnicza / Na Ostatnim Groszu,11
111751892,57995,2021-02-01 12:33:20,2021-02-01 12:33:53,Rondo Reagana,Rondo Reagana,1
111751866,650751,2021-02-01 12:32:02,2021-02-01 12:35:22,Strzegomska / Rogowska ,Graniczna / Strzegomska,4
111751628,651307,2021-02-01 12:20:08,2021-02-01 12:37:08,Żmigrodzka / Marino,Żmigrodzka / Marino,17
111751624,650006,2021-02-01 12:20:01,2021-02-01 12:37:14,Wita Stwosza / Szewska,Rynek,18
111751914,57744,2021-02-01 12:34:01,2021-02-01 12:41:10,Plac Dominikański (Galeria Dominikańska),Dworzec Główny ,8
111751782,650906,2021-02-01 12:26:54,2021-02-01 12:41:12,Zaporoska / Gajowicka,Rynek,15
111752061,57995,2021-02-01 12:41:27,2021-02-01 12:41:56,Plac Grunwaldzki (DS Ołówek),Plac Grunwaldzki (DS Ołówek),1
111751874,650032,2021-02-01 12:32:31,2021-02-01 12:47:37,Legnicka / Zachodnia ,Kurkowa / Dubois,16
111752135,650876,2021-02-01 12:45:15,2021-02-01 12:49:55,Powstańców Śląskich (Arkady Wrocławskie),Szewska / Kazimierza Wielkiego ,5
111751815,650941,2021-02-01 12:29:30,2021-02-01 12:50:07,Kościuszki / Komuny Paryskiej / Zgodna,Powstańcow Śląskich / Aleja Hallera,21
111751519,651315,2021-02-01 12:15:07,2021-02-01 12:51:41,Borowska (Uniw. Szpital Kliniczny),Poza stacją,37
111751986,650006,2021-02-01 12:37:45,2021-02-01 12:55:32,Rynek,Plac Legionów,18
111752000,651307,2021-02-01 12:38:24,2021-02-01 12:56:59,Żmigrodzka / Marino,Żmigrodzka / Marino,19
